============================== SRIM-2008.04 ==============================
==============================================================================
====== SRIM Outputs\RANGE_3D.txt : File of Final Ion Positions =====

Ion = Ra (88)   Ion Mass= 226.0000
Energy  = 3000000.E-05 keV
Ion Angle to Surface = 00.0 degrees
==================== TARGET =======================
  Layer # 1 - Layer 1
  Layer # 1 - Bottom Depth=300000.E-03 A
  Layer # 1 - Density =0007.9800 g/cm3
  Layer # 1 -  63 % of Fe
  Layer # 1 -  18 % of Cr
  Layer # 1 -  14 % of Ni
  Layer # 1 -  3 % of Mo
  Layer # 1 -  3 % of  C
様様様様様様様様様様様様様様様様様様様様様様様様様様
                                            
Ion       Depth  X   Lateral Y   Lateral Z  
Number    (Angstrom) (Angstrom)  (Angstrom) 
-------  ----------- ----------- -----------
0000001   1.0627E+02 -3.6161E+01 -8.8093E+00
0000002   5.6683E+01  6.0690E-01 -1.7210E+01
0000003   3.8699E+01  3.4350E+00 -1.2430E+01
0000004   1.2113E+02 -1.7877E+00 -8.5519E+00
0000005   6.6831E+01  3.0858E+01 -3.9276E+01
0000006   9.2838E+01  6.4412E+00 -9.2600E+00
0000007   5.9236E+01 -5.3154E+01 -6.7676E+00
0000008   8.7922E+01 -3.7277E+01 -3.7454E+01
0000009   6.3079E+01  1.4163E+00 -3.0948E+00
0000010   5.5147E+01 -3.2444E+01  3.5142E+01
0000011   7.0184E+01  1.8353E+01 -3.7530E+01
0000012   9.0788E+01  1.4457E+01  2.4470E+00
0000013   6.9771E+01 -1.7954E+00 -1.5266E+01
0000014   6.5734E+01 -4.2276E+00  1.2983E+01
0000015   5.0941E+01 -2.9329E+00  1.6014E+01
0000016   8.7680E+01  6.8601E+00 -5.0896E+01
0000017   5.0962E+01  2.1309E+01  5.7563E+00
0000018   7.7249E+01 -4.8216E+00  7.3768E+00
0000019   7.1295E+01 -1.6563E+01 -1.2328E+00
0000020   8.2819E+01 -2.1164E+01  4.8773E+01
0000021   5.6513E+01 -1.7358E+01  2.1087E+01
0000022   3.8417E+01 -9.4229E+00 -6.5464E+00
0000023   9.5406E+01 -2.2825E+01  1.3119E+01
0000024   8.8777E+01 -1.6138E+01 -4.8771E+00
0000025   8.0157E+01 -1.1141E+01  2.3541E+01
0000026   8.9288E+01 -2.1854E+00  8.6496E+00
0000027   6.9614E+01 -3.3005E+01  3.5282E+01
0000028   7.8982E+01 -9.3072E+00 -4.7466E+00
0000029   5.2834E+01 -9.6666E+00 -3.9767E+00
0000030   6.0632E+01  3.1537E+01 -1.2300E+01
0000031   7.8860E+01 -3.0137E+01 -1.4317E+01
0000032   9.0607E+01 -2.4166E+01 -1.2495E+01
0000033   6.5980E+01  5.7498E+00 -8.3808E+00
0000034   7.3835E+01 -3.3641E+01 -5.5855E+00
0000035   7.3411E+01 -5.6877E+00  1.0153E+01
0000036   5.7563E+01 -7.6399E+00 -2.7208E+01
0000037   8.7418E+01 -4.2064E+01  2.5138E+01
0000038   6.5920E+01  5.9617E+00  3.6474E+01
0000039   6.1210E+01  1.3660E+00 -7.7507E+00
0000040   8.2541E+01 -2.1510E+00  4.1217E+01
0000041   9.2668E+01  2.2460E+01 -8.1188E+00
0000042   6.7070E+01 -6.5124E+00  1.7465E+01
0000043   8.9403E+01  1.0824E+01  2.5507E+01
0000044   7.2527E+01  5.6227E+00 -3.0115E-01
0000045   5.4084E+01 -7.7490E+00 -1.3535E+01
0000046   1.0058E+02 -2.8257E+01  1.5477E+01
0000047   8.9275E+01 -1.4825E+00 -1.0971E+01
0000048   4.9151E+01 -2.4707E+01 -1.8969E+01
0000049   7.3374E+01 -1.5542E+01  1.4984E+01
0000050   4.6941E+01 -5.9192E+00  8.6681E-01
0000051   3.7755E+01 -8.5795E+00 -1.5033E+01
0000052   1.0314E+02 -2.0318E+01 -3.8803E+01
0000053   8.7409E+01  2.1189E+00 -1.4954E+01
0000054   5.4255E+01 -1.9204E+01 -2.4989E+01
0000055   1.0269E+02  3.2171E+01 -1.3571E+01
0000056   5.9725E+01 -6.6170E+00  2.0916E+01
0000057   1.1462E+02 -2.1569E+00 -1.1147E+01
0000058   5.3259E+01  7.2504E+00  1.1085E+01
0000059   6.4300E+01  1.0435E+01  1.9151E+01
0000060   8.2820E+01  2.1288E+01  2.6052E+01
0000061   1.0099E+02  1.3357E+01 -2.9122E+01
0000062   7.7644E+01  4.8366E+01 -1.0877E+01
0000063   9.5945E+01  3.6385E+00 -1.3557E+01
0000064   7.6850E+01 -2.4672E+01 -3.7439E+01
0000065   2.9974E+01  3.9585E+01 -2.1940E+01
0000066   7.3309E+01 -6.0461E+00 -1.4082E+01
0000067   7.6587E+01  6.9374E-01 -1.2352E+01
0000068   8.7338E+01  4.6103E+00  6.1715E+00
0000069   7.9840E+01  1.0332E+01  4.9069E+00
0000070   6.3091E+01 -9.4197E+00 -3.0052E+01
0000071   1.1741E+02 -1.4320E+01  3.3104E+00
0000072   8.1051E+01 -6.6464E+00  2.5046E+01
0000073   9.1362E+01  1.3280E+01 -3.8699E+01
0000074   6.9386E+01 -7.9406E+00 -5.1655E+00
0000075   8.2774E+01  1.9713E+01 -1.9400E+01
0000076   1.2141E+02  2.3430E+01  3.2012E+00
0000077   7.6612E+01 -1.1469E+01  3.5145E+01
0000078   9.6104E+01  1.0123E+01  1.0131E+01
0000079   6.0833E+01  9.5086E+00  2.9947E+01
0000080   5.6355E+01  2.4484E+00 -1.3069E+01
0000081   5.8948E+01  9.8860E+00 -6.7255E+00
0000082   6.8477E+01  7.0380E+00  2.7527E+01
0000083   7.0771E+01  2.9213E+01 -1.4762E+00
0000084   7.9331E+01 -2.1756E+00  4.9741E+01
0000085   5.9011E+01 -2.7732E+00 -1.7700E+01
0000086   9.9155E+01 -3.7705E+01 -3.1815E+01
0000087   9.6944E+01 -5.3851E+01 -2.8284E+01
0000088   7.1416E+01 -1.4235E+01 -3.8007E+01
0000089   1.1392E+02 -3.5625E+00  1.8314E+01
0000090   8.8214E+01  2.1172E+01  5.0227E+01
0000091   1.2207E+02 -3.7917E+00  4.7722E+01
0000092   1.0896E+02 -5.7277E+00 -7.4258E+00
0000093   5.3051E+01  3.2522E+01  1.0976E+01
0000094   7.7813E+01  5.9419E+01 -6.1070E+01
0000095   1.3622E+02 -1.7740E+01  1.9011E+01
0000096   6.0327E+01 -2.4704E+01  2.9266E+01
0000097   7.2458E+01  3.8894E+01 -9.9282E+00
0000098   1.0657E+02 -8.4046E+00  5.4452E+00
0000099   6.4380E+01  9.2882E+00 -1.8630E+01
0000100   6.9708E+01 -2.5664E+00 -2.7596E+01
0000101   6.4141E+01  8.7967E+00 -1.0807E+01
0000102   5.6164E+01 -2.4542E+01 -2.3263E+00
0000103   6.2436E+01  2.0691E+01 -6.4832E+00
