# time [days] po212 counts per 2 minutes
2.083333333333333426e-01 1.450000000000000000e+02
6.250000000000000000e-01 1.010000000000000000e+02
1.041666666666666741e+00 5.200000000000000000e+01
1.458333333333333259e+00 3.900000000000000000e+01
1.875000000000000000e+00 3.000000000000000000e+01
2.291666666666666519e+00 2.100000000000000000e+01
2.708333333333333481e+00 1.600000000000000000e+01
3.125000000000000000e+00 1.100000000000000000e+01
3.541666666666666519e+00 1.300000000000000000e+01
3.958333333333333481e+00 9.000000000000000000e+00
4.375000000000000000e+00 1.600000000000000000e+01
4.791666666666666963e+00 1.000000000000000000e+01
5.208333333333333037e+00 7.000000000000000000e+00
5.625000000000000000e+00 1.000000000000000000e+01
6.041666666666666963e+00 5.000000000000000000e+00
6.458333333333333037e+00 5.000000000000000000e+00
6.875000000000000000e+00 5.000000000000000000e+00
7.291666666666666963e+00 7.000000000000000000e+00
7.708333333333333037e+00 8.000000000000000000e+00
8.125000000000000000e+00 9.000000000000000000e+00
8.541666666666666075e+00 5.000000000000000000e+00
8.958333333333333925e+00 5.000000000000000000e+00
9.375000000000000000e+00 7.000000000000000000e+00
9.791666666666666075e+00 8.000000000000000000e+00
1.020833333333333393e+01 5.000000000000000000e+00
1.062500000000000000e+01 5.000000000000000000e+00
1.104166666666666607e+01 5.000000000000000000e+00
1.145833333333333393e+01 5.000000000000000000e+00
1.187500000000000000e+01 3.000000000000000000e+00
1.229166666666666607e+01 5.000000000000000000e+00
1.270833333333333393e+01 2.000000000000000000e+00
1.312500000000000000e+01 4.000000000000000000e+00
1.354166666666666607e+01 7.000000000000000000e+00
1.395833333333333393e+01 2.000000000000000000e+00
1.437500000000000000e+01 2.000000000000000000e+00
1.479166666666666607e+01 6.000000000000000000e+00
1.520833333333333393e+01 5.000000000000000000e+00
1.562500000000000000e+01 8.000000000000000000e+00
1.604166666666666785e+01 3.000000000000000000e+00
1.645833333333333215e+01 4.000000000000000000e+00
1.687500000000000000e+01 2.000000000000000000e+00
1.729166666666666785e+01 3.000000000000000000e+00
1.770833333333333215e+01 7.000000000000000000e+00
1.812500000000000000e+01 3.000000000000000000e+00
1.854166666666666785e+01 6.000000000000000000e+00
1.895833333333333215e+01 5.000000000000000000e+00
1.937500000000000000e+01 1.000000000000000000e+00
1.979166666666666785e+01 1.000000000000000000e+00
2.020833333333333215e+01 4.000000000000000000e+00
2.062500000000000000e+01 4.000000000000000000e+00
2.104166666666666785e+01 3.000000000000000000e+00
2.145833333333333215e+01 1.000000000000000000e+00
2.187500000000000000e+01 1.000000000000000000e+00
2.229166666666666785e+01 4.000000000000000000e+00
2.270833333333333215e+01 5.000000000000000000e+00
2.312500000000000000e+01 5.000000000000000000e+00
2.354166666666666785e+01 3.000000000000000000e+00
2.395833333333333215e+01 2.000000000000000000e+00
2.437500000000000000e+01 4.000000000000000000e+00
2.479166666666666785e+01 2.000000000000000000e+00
2.520833333333333215e+01 1.000000000000000000e+00
2.562500000000000000e+01 1.000000000000000000e+00
2.604166666666666785e+01 2.000000000000000000e+00
2.645833333333333215e+01 5.000000000000000000e+00
2.687500000000000000e+01 4.000000000000000000e+00
2.729166666666666785e+01 2.000000000000000000e+00
2.770833333333333215e+01 4.000000000000000000e+00
2.812500000000000000e+01 5.000000000000000000e+00
2.854166666666666785e+01 2.000000000000000000e+00
2.895833333333333215e+01 4.000000000000000000e+00
2.937500000000000000e+01 3.000000000000000000e+00
2.979166666666666785e+01 3.000000000000000000e+00
3.020833333333333215e+01 2.000000000000000000e+00
3.062500000000000000e+01 3.000000000000000000e+00
3.104166666666666785e+01 5.000000000000000000e+00
3.145833333333333215e+01 3.000000000000000000e+00
3.187500000000000000e+01 5.000000000000000000e+00
3.229166666666666430e+01 0.000000000000000000e+00
3.270833333333333570e+01 5.000000000000000000e+00
3.312500000000000000e+01 1.000000000000000000e+00
3.354166666666666430e+01 1.000000000000000000e+00
3.395833333333333570e+01 1.000000000000000000e+00
3.437500000000000000e+01 3.000000000000000000e+00
3.479166666666666430e+01 0.000000000000000000e+00
3.520833333333333570e+01 2.000000000000000000e+00
3.562500000000000000e+01 3.000000000000000000e+00
3.604166666666666430e+01 1.000000000000000000e+00
3.645833333333333570e+01 2.000000000000000000e+00
3.687500000000000000e+01 3.000000000000000000e+00
3.729166666666666430e+01 4.000000000000000000e+00
3.770833333333333570e+01 6.000000000000000000e+00
3.812500000000000000e+01 5.000000000000000000e+00
3.854166666666666430e+01 5.000000000000000000e+00
3.895833333333333570e+01 5.000000000000000000e+00
3.937500000000000000e+01 6.000000000000000000e+00
3.979166666666666430e+01 2.000000000000000000e+00
4.020833333333333570e+01 3.000000000000000000e+00
4.062500000000000000e+01 2.000000000000000000e+00
4.104166666666666430e+01 1.000000000000000000e+00
4.145833333333333570e+01 2.000000000000000000e+00
4.187500000000000000e+01 2.000000000000000000e+00
4.229166666666666430e+01 2.000000000000000000e+00
4.270833333333333570e+01 6.000000000000000000e+00
4.312500000000000000e+01 4.000000000000000000e+00
4.354166666666666430e+01 7.000000000000000000e+00
4.395833333333333570e+01 9.600000000000000000e+01
4.437500000000000000e+01 3.000000000000000000e+00
4.479166666666666430e+01 3.000000000000000000e+00
4.520833333333333570e+01 4.000000000000000000e+00
4.562500000000000000e+01 7.000000000000000000e+00
4.604166666666666430e+01 7.000000000000000000e+00
4.645833333333333570e+01 5.000000000000000000e+00
4.687500000000000000e+01 1.000000000000000000e+00
4.729166666666666430e+01 3.000000000000000000e+00
4.770833333333333570e+01 2.000000000000000000e+00
4.812500000000000000e+01 3.000000000000000000e+00
